t_readout_s,T_K,P_err_default,P_err_small_barrier
2.109604e-06,1.90822,4.999994e-01,3.257283e-01
2.109604e-06,2.08904,4.999962e-01,4.346691e-01
2.109604e-06,2.26986,4.999821e-01,4.854721e-01
2.109604e-06,2.45068,4.999331e-01,4.982765e-01
2.109604e-06,2.63151,4.997911e-01,4.998999e-01
2.109604e-06,2.81233,4.994367e-01,4.999973e-01
2.109604e-06,2.99315,4.986532e-01,5.000000e-01
2.109604e-06,3.17397,4.970871e-01,5.000000e-01
2.109604e-06,3.35479,4.942118e-01,5.000000e-01
2.109604e-06,3.53562,4.893046e-01,5.000000e-01
2.109604e-06,3.71644,4.814513e-01,5.000000e-01
2.109604e-06,3.89726,4.695919e-01,5.000000e-01
2.109604e-06,4.07808,4.526234e-01,5.000000e-01
2.109604e-06,4.25890,4.295653e-01,5.000000e-01
2.109604e-06,4.43973,3.997835e-01,5.000000e-01
2.109604e-06,4.62055,3.632398e-01,5.000000e-01
2.109604e-06,4.80137,3.207094e-01,5.000000e-01
2.109604e-06,4.98219,2.738867e-01,5.000000e-01
2.109604e-06,5.16301,2.253040e-01,5.000000e-01
2.109604e-06,5.34384,1.780253e-01,5.000000e-01
2.109604e-06,5.52466,1.351576e-01,5.000000e-01
2.109604e-06,5.70548,9.929898e-02,5.000000e-01
2.109604e-06,5.88630,7.209729e-02,5.000000e-01
2.109604e-06,6.06712,5.406495e-02,5.000000e-01
2.109604e-06,6.24795,4.470076e-02,5.000000e-01
2.109604e-06,6.42877,4.284599e-02,5.000000e-01
2.109604e-06,6.60959,4.711802e-02,5.000000e-01
2.109604e-06,6.79041,5.626363e-02,5.000000e-01
2.109604e-06,6.97123,6.934313e-02,5.000000e-01
2.109604e-06,7.15205,8.574695e-02,5.000000e-01
2.109604e-06,7.33288,1.051055e-01,5.000000e-01
2.109604e-06,7.51370,1.271648e-01,5.000000e-01
2.109604e-06,7.69452,1.516781e-01,5.000000e-01
2.109604e-06,7.87534,1.783334e-01,5.000000e-01
2.109604e-06,8.05616,2.067185e-01,5.000000e-01
2.109604e-06,8.23699,2.363140e-01,5.000000e-01
2.109604e-06,8.41781,2.665090e-01,5.000000e-01
2.109604e-06,8.59863,2.966314e-01,5.000000e-01
2.109604e-06,8.77945,3.259897e-01,5.000000e-01
2.109604e-06,8.96027,3.539203e-01,5.000000e-01
2.109604e-06,9.14110,3.798350e-01,5.000000e-01
2.109604e-06,9.32192,4.032627e-01,5.000000e-01
2.109604e-06,9.50274,4.238797e-01,5.000000e-01
2.109604e-06,9.68356,4.415248e-01,5.000000e-01
2.109604e-06,9.86438,4.561982e-01,5.000000e-01
2.831749e-06,0.10000,5.000000e-01,5.000000e-01
2.831749e-06,0.28082,5.000000e-01,4.941853e-01
2.831749e-06,0.46164,5.000000e-01,1.112361e-01
2.831749e-06,0.64247,5.000000e-01,1.989866e-06
2.831749e-06,0.82329,5.000000e-01,3.155722e-05
2.831749e-06,1.00411,5.000000e-01,7.529321e-04
2.831749e-06,1.18493,5.000000e-01,6.784696e-03
2.831749e-06,1.36575,5.000000e-01,3.337883e-02
2.831749e-06,1.54658,5.000000e-01,1.063615e-01
2.831749e-06,1.72740,4.999999e-01,2.359377e-01
2.831749e-06,1.90822,4.999992e-01,3.785114e-01
2.831749e-06,2.08904,4.999949e-01,4.674490e-01
2.831749e-06,2.26986,4.999760e-01,4.956734e-01
2.831749e-06,2.45068,4.999102e-01,4.997526e-01
2.831749e-06,2.63151,4.997196e-01,4.999946e-01
2.831749e-06,2.81233,4.992440e-01,5.000000e-01
2.831749e-06,2.99315,4.981930e-01,5.000000e-01
2.831749e-06,3.17397,4.960939e-01,5.000000e-01
2.831749e-06,3.35479,4.922458e-01,5.000000e-01
2.831749e-06,3.53562,4.856963e-01,5.000000e-01
2.831749e-06,3.71644,4.752615e-01,5.000000e-01
2.831749e-06,3.89726,4.596147e-01,5.000000e-01
2.831749e-06,4.07808,4.374631e-01,5.000000e-01
2.831749e-06,4.25890,4.078202e-01,5.000000e-01
2.831749e-06,4.43973,3.703455e-01,5.000000e-01
2.831749e-06,4.62055,3.256814e-01,5.000000e-01
2.831749e-06,4.80137,2.756662e-01,5.000000e-01
2.831749e-06,4.98219,2.232922e-01,5.000000e-01
2.831749e-06,5.16301,1.723229e-01,5.000000e-01
2.831749e-06,5.34384,1.266072e-01,5.000000e-01
2.831749e-06,5.52466,8.928013e-02,5.000000e-01
2.831749e-06,5.70548,6.213880e-02,5.000000e-01
2.831749e-06,5.88630,4.543722e-02,5.000000e-01
2.831749e-06,6.06712,3.816393e-02,5.000000e-01
2.831749e-06,6.24795,3.863780e-02,5.000000e-01
2.831749e-06,6.42877,4.513467e-02,5.000000e-01
2.831749e-06,6.60959,5.630352e-02,5.000000e-01
2.831749e-06,6.79041,7.129178e-02,5.000000e-01
2.831749e-06,6.97123,8.965056e-02,5.000000e-01
2.831749e-06,7.15205,1.111496e-01,5.000000e-01
2.831749e-06,7.33288,1.356039e-01,5.000000e-01
2.831749e-06,7.51370,1.627546e-01,5.000000e-01
2.831749e-06,7.69452,1.922070e-01,5.000000e-01
2.831749e-06,7.87534,2.234104e-01,5.000000e-01
2.831749e-06,8.05616,2.556699e-01,5.000000e-01
2.831749e-06,8.23699,2.881813e-01,5.000000e-01
2.831749e-06,8.41781,3.200851e-01,5.000000e-01
2.831749e-06,8.59863,3.505325e-01,5.000000e-01
2.831749e-06,8.77945,3.787560e-01,5.000000e-01
2.831749e-06,8.96027,4.041340e-01,5.000000e-01
2.831749e-06,9.14110,4.262401e-01,5.000000e-01
2.831749e-06,9.32192,4.448690e-01,5.000000e-01
2.831749e-06,9.50274,4.600359e-01,5.000000e-01
2.831749e-06,9.68356,4.719498e-01,5.000000e-01
2.831749e-06,9.86438,4.809672e-01,5.000000e-01
3.801095e-06,0.10000,5.000000e-01,5.000000e-01
3.801095e-06,0.28082,5.000000e-01,4.922104e-01
3.801095e-06,0.46164,5.000000e-01,6.649814e-02
3.801095e-06,0.64247,5.000000e-01,3.214663e-07
3.801095e-06,0.82329,5.000000e-01,4.235922e-05
3.801095e-06,1.00411,5.000000e-01,1.010410e-03
3.801095e-06,1.18493,5.000000e-01,9.085973e-03
3.801095e-06,1.36575,5.000000e-01,4.428520e-02
3.801095e-06,1.54658,5.000000e-01,1.373058e-01
3.801095e-06,1.72740,4.999999e-01,2.877755e-01
3.801095e-06,1.90822,4.999989e-01,4.251475e-01
3.801095e-06,2.08904,4.999932e-01,4.872226e-01
3.801095e-06,2.26986,4.999678e-01,4.991488e-01
3.801095e-06,2.45068,4.998795e-01,4.999817e-01
3.801095e-06,2.63151,4.996236e-01,4.999999e-01
3.801095e-06,2.81233,4.989854e-01,5.000000e-01
3.801095e-06,2.99315,4.975759e-01,5.000000e-01
3.801095e-06,3.17397,4.947638e-01,5.000000e-01
3.801095e-06,3.35479,4.896192e-01,5.000000e-01
3.801095e-06,3.53562,4.808947e-01,5.000000e-01
3.801095e-06,3.71644,4.670780e-01,5.000000e-01
3.801095e-06,3.89726,4.465553e-01,5.000000e-01
3.801095e-06,4.07808,4.179116e-01,5.000000e-01
3.801095e-06,4.25890,3.803615e-01,5.000000e-01
3.801095e-06,4.43973,3.342364e-01,5.000000e-01
3.801095e-06,4.62055,2.813690e-01,5.000000e-01
3.801095e-06,4.80137,2.251589e-01,5.000000e-01
3.801095e-06,4.98219,1.701452e-01,5.000000e-01
3.801095e-06,5.16301,1.210857e-01,5.000000e-01
3.801095e-06,5.34384,8.181378e-02,5.000000e-01
3.801095e-06,5.52466,5.434077e-02,5.000000e-01
3.801095e-06,5.70548,3.861630e-02,5.000000e-01
3.801095e-06,5.88630,3.303086e-02,5.000000e-01
3.801095e-06,6.06712,3.534132e-02,5.000000e-01
3.801095e-06,6.24795,4.352495e-02,5.000000e-01
3.801095e-06,6.42877,5.622174e-02,5.000000e-01
3.801095e-06,6.60959,7.274001e-02,5.000000e-01
3.801095e-06,6.79041,9.281759e-02,5.000000e-01
3.801095e-06,6.97123,1.163477e-01,5.000000e-01
3.801095e-06,7.15205,1.431778e-01,5.000000e-01
3.801095e-06,7.33288,1.729963e-01,5.000000e-01
3.801095e-06,7.51370,2.052832e-01,5.000000e-01
3.801095e-06,7.69452,2.393066e-01,5.000000e-01
3.801095e-06,7.87534,2.741524e-01,5.000000e-01
3.801095e-06,8.05616,3.087859e-01,5.000000e-01
3.801095e-06,8.23699,3.421373e-01,5.000000e-01
3.801095e-06,8.41781,3.732017e-01,5.000000e-01
3.801095e-06,8.59863,4.011379e-01,5.000000e-01
3.801095e-06,8.77945,4.253497e-01,5.000000e-01
3.801095e-06,8.96027,4.455345e-01,5.000000e-01
3.801095e-06,9.14110,4.616905e-01,5.000000e-01
3.801095e-06,9.32192,4.740818e-01,5.000000e-01
3.801095e-06,9.50274,4.831713e-01,5.000000e-01
3.801095e-06,9.68356,4.895362e-01,5.000000e-01
3.801095e-06,9.86438,4.937827e-01,5.000000e-01
5.102260e-06,0.10000,5.000000e-01,5.000000e-01
5.102260e-06,0.28082,5.000000e-01,4.895719e-01
5.102260e-06,0.46164,5.000000e-01,3.333406e-02
5.102260e-06,0.64247,5.000000e-01,3.992749e-07
5.102260e-06,0.82329,5.000000e-01,5.685851e-05
5.102260e-06,1.00411,5.000000e-01,1.355818e-03
5.102260e-06,1.18493,5.000000e-01,1.215814e-02
5.102260e-06,1.36575,5.000000e-01,5.852530e-02
5.102260e-06,1.54658,5.000000e-01,1.750533e-01
5.102260e-06,1.72740,4.999998e-01,3.417312e-01
5.102260e-06,1.90822,4.999985e-01,4.609268e-01
5.102260e-06,2.08904,4.999908e-01,4.963583e-01
5.102260e-06,2.26986,4.999568e-01,4.999040e-01
5.102260e-06,2.45068,4.998382e-01,4.999994e-01
5.102260e-06,2.63151,4.994949e-01,5.000000e-01
5.102260e-06,2.81233,4.986386e-01,5.000000e-01
5.102260e-06,2.99315,4.967488e-01,5.000000e-01
5.102260e-06,3.17397,4.929840e-01,5.000000e-01
5.102260e-06,3.35479,4.861155e-01,5.000000e-01
5.102260e-06,3.53562,4.745240e-01,5.000000e-01
5.102260e-06,3.71644,4.563147e-01,5.000000e-01
5.102260e-06,3.89726,4.296087e-01,5.000000e-01
5.102260e-06,4.07808,3.930396e-01,5.000000e-01
5.102260e-06,4.25890,3.464046e-01,5.000000e-01
5.102260e-06,4.43973,2.912884e-01,5.000000e-01
5.102260e-06,4.62055,2.313453e-01,5.000000e-01
5.102260e-06,4.80137,1.719118e-01,5.000000e-01
5.102260e-06,4.98219,1.188447e-01,5.000000e-01
5.102260e-06,5.16301,7.691675e-02,5.000000e-01
5.102260e-06,5.34384,4.850061e-02,5.000000e-01
5.102260e-06,5.52466,3.323901e-02,5.000000e-01
5.102260e-06,5.70548,2.884479e-02,5.000000e-01
5.102260e-06,5.88630,3.246954e-02,5.000000e-01
5.102260e-06,6.06712,4.182689e-02,5.000000e-01
5.102260e-06,6.24795,5.561620e-02,5.000000e-01
5.102260e-06,6.42877,7.334931e-02,5.000000e-01
5.102260e-06,6.60959,9.495133e-02,5.000000e-01
5.102260e-06,6.79041,1.204157e-01,5.000000e-01
5.102260e-06,6.97123,1.495945e-01,5.000000e-01
5.102260e-06,7.15205,1.820941e-01,5.000000e-01
5.102260e-06,7.33288,2.172358e-01,5.000000e-01
5.102260e-06,7.51370,2.540642e-01,5.000000e-01
5.102260e-06,7.69452,2.914020e-01,5.000000e-01
5.102260e-06,7.87534,3.279461e-01,5.000000e-01
5.102260e-06,8.05616,3.623991e-01,5.000000e-01
5.102260e-06,8.23699,3.936135e-01,5.000000e-01
5.102260e-06,8.41781,4.207236e-01,5.000000e-01
5.102260e-06,8.59863,4.432375e-01,5.000000e-01
5.102260e-06,8.77945,4.610684e-01,5.000000e-01
5.102260e-06,8.96027,4.745009e-01,5.000000e-01
5.102260e-06,9.14110,4.840999e-01,5.000000e-01
5.102260e-06,9.32192,4.905896e-01,5.000000e-01
5.102260e-06,9.50274,4.947295e-01,5.000000e-01
5.102260e-06,9.68356,4.972148e-01,5.000000e-01
5.102260e-06,9.86438,4.986153e-01,5.000000e-01
6.848831e-06,0.10000,5.000000e-01,5.000000e-01
6.848831e-06,0.28082,5.000000e-01,4.860525e-01
6.848831e-06,0.46164,5.000000e-01,1.319167e-02
6.848831e-06,0.64247,5.000000e-01,5.358509e-07
6.848831e-06,0.82329,5.000000e-01,7.632045e-05
6.848831e-06,1.00411,5.000000e-01,1.819087e-03
6.848831e-06,1.18493,5.000000e-01,1.625174e-02
6.848831e-06,1.36575,5.000000e-01,7.694295e-02
6.848831e-06,1.54658,5.000000e-01,2.196210e-01
6.848831e-06,1.72740,4.999998e-01,3.932460e-01
6.848831e-06,1.90822,4.999980e-01,4.836730e-01
6.848831e-06,2.08904,4.999877e-01,4.993246e-01
6.848831e-06,2.26986,4.999420e-01,4.999949e-01
6.848831e-06,2.45068,4.997828e-01,5.000000e-01
6.848831e-06,2.63151,4.993221e-01,5.000000e-01
6.848831e-06,2.81233,4.981734e-01,5.000000e-01
6.848831e-06,2.99315,4.956407e-01,5.000000e-01
6.848831e-06,3.17397,4.906051e-01,5.000000e-01
6.848831e-06,3.35479,4.814519e-01,5.000000e-01
6.848831e-06,3.53562,4.661053e-01,5.000000e-01
6.848831e-06,3.71644,4.422567e-01,5.000000e-01
6.848831e-06,3.89726,4.078707e-01,5.000000e-01
6.848831e-06,4.07808,3.619749e-01,5.000000e-01
6.848831e-06,4.25890,3.055721e-01,5.000000e-01
6.848831e-06,4.43973,2.422749e-01,5.000000e-01
6.848831e-06,4.62055,1.781239e-01,5.000000e-01
6.848831e-06,4.80137,1.202517e-01,5.000000e-01
6.848831e-06,4.98219,7.470723e-02,5.000000e-01
6.848831e-06,5.16301,4.449735e-02,5.000000e-01
6.848831e-06,5.34384,2.903049e-02,5.000000e-01
6.848831e-06,5.52466,2.526993e-02,5.000000e-01
6.848831e-06,5.70548,2.969373e-02,5.000000e-01
6.848831e-06,5.88630,3.975604e-02,5.000000e-01
6.848831e-06,6.06712,5.425169e-02,5.000000e-01
6.848831e-06,6.24795,7.291163e-02,5.000000e-01
6.848831e-06,6.42877,9.583905e-02,5.000000e-01
6.848831e-06,6.60959,1.231133e-01,5.000000e-01
6.848831e-06,6.79041,1.545793e-01,5.000000e-01
6.848831e-06,6.97123,1.897454e-01,5.000000e-01
6.848831e-06,7.15205,2.277453e-01,5.000000e-01
6.848831e-06,7.33288,2.673589e-01,5.000000e-01
6.848831e-06,7.51370,3.070973e-01,5.000000e-01
6.848831e-06,7.69452,3.453508e-01,5.000000e-01
6.848831e-06,7.87534,3.805822e-01,5.000000e-01
6.848831e-06,8.05616,4.115279e-01,5.000000e-01
6.848831e-06,8.23699,4.373641e-01,5.000000e-01
6.848831e-06,8.41781,4.577961e-01,5.000000e-01
6.848831e-06,8.59863,4.730470e-01,5.000000e-01
6.848831e-06,8.77945,4.837524e-01,5.000000e-01
6.848831e-06,8.96027,4.907933e-01,5.000000e-01
6.848831e-06,9.14110,4.951161e-01,5.000000e-01
6.848831e-06,9.32192,4.975846e-01,5.000000e-01
6.848831e-06,9.50274,4.988907e-01,5.000000e-01
6.848831e-06,9.68356,4.995288e-01,5.000000e-01
6.848831e-06,9.86438,4.998156e-01,5.000000e-01
9.193276e-06,0.10000,5.000000e-01,5.000000e-01
9.193276e-06,0.28082,5.000000e-01,4.813680e-01
9.193276e-06,0.46164,5.000000e-01,3.801018e-03
9.193276e-06,0.64247,5.000000e-01,7.192796e-07
9.193276e-06,0.82329,5.000000e-01,1.024433e-04
9.193276e-06,1.00411,5.000000e-01,2.440263e-03
9.193276e-06,1.18493,5.000000e-01,2.169269e-02
9.193276e-06,1.36575,5.000000e-01,1.004631e-01
9.193276e-06,1.54658,5.000000e-01,2.699894e-01
9.193276e-06,1.72740,4.999997e-01,4.370735e-01
9.193276e-06,1.90822,4.999974e-01,4.949393e-01
9.193276e-06,2.08904,4.999835e-01,4.999296e-01
9.193276e-06,2.26986,4.999221e-01,4.999999e-01
9.193276e-06,2.45068,4.997085e-01,5.000000e-01
9.193276e-06,2.63151,4.990902e-01,5.000000e-01
9.193276e-06,2.81233,4.975497e-01,5.000000e-01
9.193276e-06,2.99315,4.941572e-01,5.000000e-01
9.193276e-06,3.17397,4.874298e-01,5.000000e-01
9.193276e-06,3.35479,4.752622e-01,5.000000e-01
9.193276e-06,3.53562,4.550393e-01,5.000000e-01
9.193276e-06,3.71644,4.240663e-01,5.000000e-01
9.193276e-06,3.89726,3.804159e-01,5.000000e-01
9.193276e-06,4.07808,3.241197e-01,5.000000e-01
9.193276e-06,4.25890,2.582832e-01,5.000000e-01
9.193276e-06,4.43973,1.893582e-01,5.000000e-01
9.193276e-06,4.62055,1.258388e-01,5.000000e-01
9.193276e-06,4.80137,7.546844e-02,5.000000e-01
9.193276e-06,4.98219,4.234073e-02,5.000000e-01
9.193276e-06,5.16301,2.583097e-02,5.000000e-01
9.193276e-06,5.34384,2.209781e-02,5.000000e-01
9.193276e-06,5.52466,2.682990e-02,5.000000e-01
9.193276e-06,5.70548,3.717322e-02,5.000000e-01
9.193276e-06,5.88630,5.201665e-02,5.000000e-01
9.193276e-06,6.06712,7.130809e-02,5.000000e-01
9.193276e-06,6.24795,9.532323e-02,5.000000e-01
9.193276e-06,6.42877,1.242298e-01,5.000000e-01
9.193276e-06,6.60959,1.578717e-01,5.000000e-01
9.193276e-06,6.79041,1.956555e-01,5.000000e-01
9.193276e-06,6.97123,2.365045e-01,5.000000e-01
9.193276e-06,7.15205,2.788910e-01,5.000000e-01
9.193276e-06,7.33288,3.209636e-01,5.000000e-01
9.193276e-06,7.51370,3.607655e-01,5.000000e-01
9.193276e-06,7.69452,3.965103e-01,5.000000e-01
9.193276e-06,7.87534,4.268551e-01,5.000000e-01
9.193276e-06,8.05616,4.510975e-01,5.000000e-01
9.193276e-06,8.23699,4.692386e-01,5.000000e-01
9.193276e-06,8.41781,4.818933e-01,5.000000e-01
9.193276e-06,8.59863,4.900819e-01,5.000000e-01
9.193276e-06,8.77945,4.949723e-01,5.000000e-01
9.193276e-06,8.96027,4.976545e-01,5.000000e-01
9.193276e-06,9.14110,4.989985e-01,5.000000e-01
9.193276e-06,9.32192,4.996108e-01,5.000000e-01
9.193276e-06,9.50274,4.998630e-01,5.000000e-01
9.193276e-06,9.68356,4.999566e-01,5.000000e-01
9.193276e-06,9.86438,4.999877e-01,5.000000e-01
1.234026e-05,0.10000,5.000000e-01,5.000000e-01
1.234026e-05,0.28082,5.000000e-01,4.751508e-01
1.234026e-05,0.46164,5.000000e-01,7.153429e-04
1.234026e-05,0.64247,5.000000e-01,9.654983e-07
1.234026e-05,0.82329,5.000000e-01,1.375061e-04
1.234026e-05,1.00411,5.000000e-01,3.272858e-03
1.234026e-05,1.18493,5.000000e-01,2.890007e-02
1.234026e-05,1.36575,5.000000e-01,1.299920e-01
1.234026e-05,1.54658,5.000000e-01,3.236756e-01
1.234026e-05,1.72740,4.999996e-01,4.690468e-01
1.234026e-05,1.90822,4.999965e-01,4.989496e-01
1.234026e-05,2.08904,4.999778e-01,4.999966e-01
1.234026e-05,2.26986,4.998955e-01,5.000000e-01
1.234026e-05,2.45068,4.996088e-01,5.000000e-01
1.234026e-05,2.63151,4.987792e-01,5.000000e-01
1.234026e-05,2.81233,4.967136e-01,5.000000e-01
1.234026e-05,2.99315,4.921729e-01,5.000000e-01
1.234026e-05,3.17397,4.831999e-01,5.000000e-01
1.234026e-05,3.35479,4.670787e-01,5.000000e-01
1.234026e-05,3.53562,4.405978e-01,5.000000e-01
1.234026e-05,3.71644,4.008222e-01,5.000000e-01
1.234026e-05,3.89726,3.464556e-01,5.000000e-01
1.234026e-05,4.07808,2.794882e-01,5.000000e-01
1.234026e-05,4.25890,2.062093e-01,5.000000e-01
1.234026e-05,4.43973,1.363295e-01,5.000000e-01
1.234026e-05,4.62055,7.971559e-02,5.000000e-01
1.234026e-05,4.80137,4.222384e-02,5.000000e-01
1.234026e-05,4.98219,2.361447e-02,5.000000e-01
1.234026e-05,5.16301,1.923891e-02,5.000000e-01
1.234026e-05,5.34384,2.381366e-02,5.000000e-01
1.234026e-05,5.52466,3.405179e-02,5.000000e-01
1.234026e-05,5.70548,4.889318e-02,5.000000e-01
1.234026e-05,5.88630,6.849047e-02,5.000000e-01
1.234026e-05,6.06712,9.329646e-02,5.000000e-01
1.234026e-05,6.24795,1.235880e-01,5.000000e-01
1.234026e-05,6.42877,1.592317e-01,5.000000e-01
1.234026e-05,6.60959,1.995430e-01,5.000000e-01
1.234026e-05,6.79041,2.432200e-01,5.000000e-01
1.234026e-05,6.97123,2.883868e-01,5.000000e-01
1.234026e-05,7.15205,3.327743e-01,5.000000e-01
1.234026e-05,7.33288,3.740321e-01,5.000000e-01
1.234026e-05,7.51370,4.101151e-01,5.000000e-01
1.234026e-05,7.69452,4.396427e-01,5.000000e-01
1.234026e-05,7.87534,4.621186e-01,5.000000e-01
1.234026e-05,8.05616,4.779343e-01,5.000000e-01
1.234026e-05,8.23699,4.881566e-01,5.000000e-01
1.234026e-05,8.41781,4.941854e-01,5.000000e-01
1.234026e-05,8.59863,4.974080e-01,5.000000e-01
1.234026e-05,8.77945,4.989587e-01,5.000000e-01
1.234026e-05,8.96027,4.996258e-01,5.000000e-01
1.234026e-05,9.14110,4.998806e-01,5.000000e-01
1.234026e-05,9.32192,4.999664e-01,5.000000e-01
1.234026e-05,9.50274,4.999917e-01,5.000000e-01
1.234026e-05,9.68356,4.999982e-01,5.000000e-01
1.234026e-05,9.86438,4.999997e-01,5.000000e-01
1.656449e-05,0.10000,5.000000e-01,5.000000e-01
1.656449e-05,0.28082,5.000000e-01,4.669315e-01
1.656449e-05,0.46164,5.000000e-01,7.600117e-05
1.656449e-05,0.64247,5.000000e-01,1.296001e-06
1.656449e-05,0.82329,5.000000e-01,1.845676e-04
1.656449e-05,1.00411,5.000000e-01,4.388271e-03
1.656449e-05,1.18493,5.000000e-01,3.840419e-02
1.656449e-05,1.36575,5.000000e-01,1.662275e-01
1.656449e-05,1.54658,5.000000e-01,3.765868e-01
1.656449e-05,1.72740,4.999995e-01,4.880574e-01
1.656449e-05,1.90822,4.999953e-01,4.998727e-01
1.656449e-05,2.08904,4.999702e-01,4.999999e-01
1.656449e-05,2.26986,4.998597e-01,5.000000e-01
1.656449e-05,2.45068,4.994749e-01,5.000000e-01
1.656449e-05,2.63151,4.983620e-01,5.000000e-01
1.656449e-05,2.81233,4.955937e-01,5.000000e-01
1.656449e-05,2.99315,4.895218e-01,5.000000e-01
1.656449e-05,3.17397,4.775797e-01,5.000000e-01
1.656449e-05,3.35479,4.563151e-01,5.000000e-01
1.656449e-05,3.53562,4.219317e-01,5.000000e-01
1.656449e-05,3.71644,3.716162e-01,5.000000e-01
1.656449e-05,3.89726,3.056049e-01,5.000000e-01
1.656449e-05,4.07808,2.291474e-01,5.000000e-01
1.656449e-05,4.25890,1.526166e-01,5.000000e-01
1.656449e-05,4.43973,8.826053e-02,5.000000e-01
1.656449e-05,4.62055,4.459040e-02,5.000000e-01
1.656449e-05,4.80137,2.251279e-02,5.000000e-01
1.656449e-05,4.98219,1.671051e-02,5.000000e-01
1.656449e-05,5.16301,2.067331e-02,5.000000e-01
1.656449e-05,5.34384,3.045089e-02,5.000000e-01
1.656449e-05,5.52466,4.494027e-02,5.000000e-01
1.656449e-05,5.70548,6.447810e-02,5.000000e-01
1.656449e-05,5.88630,8.970901e-02,5.000000e-01
1.656449e-05,6.06712,1.210557e-01,5.000000e-01
1.656449e-05,6.24795,1.584502e-01,5.000000e-01
1.656449e-05,6.42877,2.011451e-01,5.000000e-01
1.656449e-05,6.60959,2.476131e-01,5.000000e-01
1.656449e-05,6.79041,2.955945e-01,5.000000e-01
1.656449e-05,6.97123,3.423428e-01,5.000000e-01
1.656449e-05,7.15205,3.850587e-01,5.000000e-01
1.656449e-05,7.33288,4.214198e-01,5.000000e-01
1.656449e-05,7.51370,4.500465e-01,5.000000e-01
1.656449e-05,7.69452,4.707313e-01,5.000000e-01
1.656449e-05,7.87534,4.843380e-01,5.000000e-01
1.656449e-05,8.05616,4.924178e-01,5.000000e-01
1.656449e-05,8.23699,4.967111e-01,5.000000e-01
1.656449e-05,8.41781,4.987343e-01,5.000000e-01
1.656449e-05,8.59863,4.995721e-01,5.000000e-01
1.656449e-05,8.77945,4.998742e-01,5.000000e-01
1.656449e-05,8.96027,4.999682e-01,5.000000e-01
1.656449e-05,9.14110,4.999931e-01,5.000000e-01
1.656449e-05,9.32192,4.999987e-01,5.000000e-01
1.656449e-05,9.50274,4.999998e-01,5.000000e-01
1.656449e-05,9.68356,5.000000e-01,5.000000e-01
1.656449e-05,9.86438,5.000000e-01,5.000000e-01
2.223474e-05,0.10000,5.000000e-01,5.000000e-01
2.223474e-05,0.28082,5.000000e-01,4.561217e-01
2.223474e-05,0.46164,5.000000e-01,3.748389e-06
2.223474e-05,0.64247,5.000000e-01,1.739638e-06
2.223474e-05,0.82329,5.000000e-01,2.477319e-04
2.223474e-05,1.00411,5.000000e-01,5.881569e-03
2.223474e-05,1.18493,5.000000e-01,5.086096e-02
2.223474e-05,1.36575,5.000000e-01,2.093516e-01
2.223474e-05,1.54658,5.000000e-01,4.235515e-01
2.223474e-05,1.72740,4.999993e-01,4.966741e-01
2.223474e-05,1.90822,4.999937e-01,4.999925e-01
2.223474e-05,2.08904,4.999600e-01,5.000000e-01
2.223474e-05,2.26986,4.998117e-01,5.000000e-01
2.223474e-05,2.45068,4.992953e-01,5.000000e-01
2.223474e-05,2.63151,4.978025e-01,5.000000e-01
2.223474e-05,2.81233,4.940942e-01,5.000000e-01
2.223474e-05,2.99315,4.859857e-01,5.000000e-01
2.223474e-05,3.17397,4.701384e-01,5.000000e-01
2.223474e-05,3.35479,4.422562e-01,5.000000e-01
2.223474e-05,3.53562,3.981149e-01,5.000000e-01
2.223474e-05,3.71644,3.357384e-01,5.000000e-01
2.223474e-05,3.89726,2.582717e-01,5.000000e-01
2.223474e-05,4.07808,1.756409e-01,5.000000e-01
2.223474e-05,4.25890,1.022507e-01,5.000000e-01
2.223474e-05,4.43973,5.022647e-02,5.000000e-01
2.223474e-05,4.62055,2.286229e-02,5.000000e-01
2.223474e-05,4.80137,1.463186e-02,5.000000e-01
2.223474e-05,4.98219,1.750578e-02,5.000000e-01
2.223474e-05,5.16301,2.649451e-02,5.000000e-01
2.223474e-05,5.34384,4.028450e-02,5.000000e-01
2.223474e-05,5.52466,5.936146e-02,5.000000e-01
2.223474e-05,5.70548,8.458145e-02,5.000000e-01
2.223474e-05,5.88630,1.165623e-01,5.000000e-01
2.223474e-05,6.06712,1.553624e-01,5.000000e-01
2.223474e-05,6.24795,2.002248e-01,5.000000e-01
2.223474e-05,6.42877,2.494179e-01,5.000000e-01
2.223474e-05,6.60959,3.002748e-01,5.000000e-01
2.223474e-05,6.79041,3.495086e-01,5.000000e-01
2.223474e-05,6.97123,3.937994e-01,5.000000e-01
2.223474e-05,7.15205,4.305118e-01,5.000000e-01
2.223474e-05,7.33288,4.582928e-01,5.000000e-01
2.223474e-05,7.51370,4.772954e-01,5.000000e-01
2.223474e-05,7.69452,4.889215e-01,5.000000e-01
2.223474e-05,7.87534,4.952141e-01,5.000000e-01
2.223474e-05,8.05616,4.981925e-01,5.000000e-01
2.223474e-05,8.23699,4.994110e-01,5.000000e-01
2.223474e-05,8.41781,4.998365e-01,5.000000e-01
2.223474e-05,8.59863,4.999619e-01,5.000000e-01
2.223474e-05,8.77945,4.999926e-01,5.000000e-01
2.223474e-05,8.96027,4.999988e-01,5.000000e-01
2.223474e-05,9.14110,4.999999e-01,5.000000e-01
